row_nr,person,title,date,content,url
127997,Donald J. Trump,"Tweets of September 10, 2016",2016-09-10,,https://www.presidency.ucsb.edu/documents/tweets-september-10-2016
128007,Donald J. Trump,"Tweets of September 9, 2016",2016-09-09,,https://www.presidency.ucsb.edu/documents/tweets-september-9-2016
128019,Donald J. Trump,"Tweets of September 8, 2016",2016-09-08,,https://www.presidency.ucsb.edu/documents/tweets-september-8-2016
128031,Donald J. Trump,"Tweets of September 7, 2016",2016-09-07,,https://www.presidency.ucsb.edu/documents/tweets-september-7-2016
128044,Donald J. Trump,"Tweets of September 6, 2016",2016-09-06,,https://www.presidency.ucsb.edu/documents/tweets-september-6-2016
128048,Donald J. Trump,"Tweets of September 5, 2016",2016-09-05,,https://www.presidency.ucsb.edu/documents/tweets-september-5-2016
128051,Barack Obama,Joint Statement—Joint Declaration Between the United States of America and the Lao People's Democratic Republic,2016-09-06,,https://www.presidency.ucsb.edu/documents/joint-statement-joint-declaration-between-the-united-states-america-and-the-lao-peoples
128059,Donald J. Trump,"Tweets of September 4, 2016",2016-09-04,,https://www.presidency.ucsb.edu/documents/tweets-september-4-2016
128063,Donald J. Trump,"Tweets of September 3, 2016",2016-09-03,,https://www.presidency.ucsb.edu/documents/tweets-september-3-2016
128065,Barack Obama,Press Release - U.S.-China Climate Change Cooperation Outcomes,2016-09-03,,https://www.presidency.ucsb.edu/documents/press-release-us-china-climate-change-cooperation-outcomes
128066,Barack Obama,Joint Statement—United States-China Climate Change Cooperation Outcomes,2016-09-03,,https://www.presidency.ucsb.edu/documents/joint-statement-united-states-china-climate-change-cooperation-outcomes
128072,Donald J. Trump,"Tweets of September 2, 2016",2016-09-02,,https://www.presidency.ucsb.edu/documents/tweets-september-2-2016
128088,Donald J. Trump,"Tweets of September 1, 2016",2016-09-01,,https://www.presidency.ucsb.edu/documents/tweets-september-1-2016
128108,Donald J. Trump,"Tweets of July 27, 2016",2016-07-27,,https://www.presidency.ucsb.edu/documents/tweets-july-27-2016
128119,Donald J. Trump,"Tweets of July 26, 2016",2016-07-26,,https://www.presidency.ucsb.edu/documents/tweets-july-26-2016
128129,Donald J. Trump,"Tweets of July 25, 2016",2016-07-25,,https://www.presidency.ucsb.edu/documents/tweets-july-25-2016
128134,Donald J. Trump,"Tweets of July 24, 2016",2016-07-24,,https://www.presidency.ucsb.edu/documents/tweets-july-24-2016
128139,Donald J. Trump,"Tweets of July 23, 2016",2016-07-23,,https://www.presidency.ucsb.edu/documents/tweets-july-23-2016
128150,Donald J. Trump,"Tweets of July 22, 2016",2016-07-22,,https://www.presidency.ucsb.edu/documents/tweets-july-22-2016
128162,Donald J. Trump,"Tweets of July 21, 2016",2016-07-21,,https://www.presidency.ucsb.edu/documents/tweets-july-21-2016
128176,Donald J. Trump,"Tweets of July 20, 2016",2016-07-20,,https://www.presidency.ucsb.edu/documents/tweets-july-20-2016
128190,Donald J. Trump,"Tweets of July 19, 2016",2016-07-19,,https://www.presidency.ucsb.edu/documents/tweets-july-19-2016
128205,Donald J. Trump,"Tweets of July 18, 2016",2016-07-18,,https://www.presidency.ucsb.edu/documents/tweets-july-18-2016
128208,Donald J. Trump,"Tweets of August 31, 2016",2016-08-31,,https://www.presidency.ucsb.edu/documents/tweets-august-31-2016
128218,Donald J. Trump,"Tweets of August 30, 2016",2016-08-30,,https://www.presidency.ucsb.edu/documents/tweets-august-30-2016
128225,Donald J. Trump,"Tweets of August 29, 2016",2016-08-29,,https://www.presidency.ucsb.edu/documents/tweets-august-29-2016
128226,Donald J. Trump,"Tweets of August 28, 2016",2016-08-28,,https://www.presidency.ucsb.edu/documents/tweets-august-28-2016
128232,Donald J. Trump,"Tweets of August 27, 2016",2016-08-27,,https://www.presidency.ucsb.edu/documents/tweets-august-27-2016
128239,Donald J. Trump,"Tweets of August 26, 2016",2016-08-26,,https://www.presidency.ucsb.edu/documents/tweets-august-26-2016
128245,Donald J. Trump,"Tweets of August 25, 2016",2016-08-25,,https://www.presidency.ucsb.edu/documents/tweets-august-25-2016
128256,Donald J. Trump,"Tweets of August 24, 2016",2016-08-24,,https://www.presidency.ucsb.edu/documents/tweets-august-24-2016
128269,Donald J. Trump,"Tweets of August 23, 2016",2016-08-23,,https://www.presidency.ucsb.edu/documents/tweets-august-23-2016
128279,Donald J. Trump,"Tweets of August 22, 2016",2016-08-22,,https://www.presidency.ucsb.edu/documents/tweets-august-22-2016
128284,Donald J. Trump,"Tweets of August 21, 2016",2016-08-21,,https://www.presidency.ucsb.edu/documents/tweets-august-21-2016
128288,Donald J. Trump,"Tweets of August 20, 2016",2016-08-20,,https://www.presidency.ucsb.edu/documents/tweets-august-20-2016
128294,Donald J. Trump,"Tweets of August 19, 2016",2016-08-19,,https://www.presidency.ucsb.edu/documents/tweets-august-19-2016
128306,Donald J. Trump,"Tweets of August 17, 2016",2016-08-17,,https://www.presidency.ucsb.edu/documents/tweets-august-17-2016
128314,Donald J. Trump,"Tweets of August 16, 2016",2016-08-16,,https://www.presidency.ucsb.edu/documents/tweets-august-16-2016
128317,Donald J. Trump,"Tweets of August 15, 2016",2016-08-15,,https://www.presidency.ucsb.edu/documents/tweets-august-15-2016
128321,Donald J. Trump,"Tweets of August 13, 2016",2016-08-13,,https://www.presidency.ucsb.edu/documents/tweets-august-13-2016
128324,Donald J. Trump,"Tweets of August 14, 2016",2016-08-14,,https://www.presidency.ucsb.edu/documents/tweets-august-14-2016
128332,Donald J. Trump,"Tweets of August 12, 2016",2016-08-12,,https://www.presidency.ucsb.edu/documents/tweets-august-12-2016
128338,Donald J. Trump,"Tweets of August 11, 2016",2016-08-11,,https://www.presidency.ucsb.edu/documents/tweets-august-11-2016
128343,Donald J. Trump,"Tweets of August 10, 2016",2016-08-10,,https://www.presidency.ucsb.edu/documents/tweets-august-10-2016
128349,Donald J. Trump,"Tweets of August 9, 2016",2016-08-09,,https://www.presidency.ucsb.edu/documents/tweets-august-9-2016
128351,Donald J. Trump,"Tweets of August 7, 2016",2016-08-07,,https://www.presidency.ucsb.edu/documents/tweets-august-7-2016
128352,Donald J. Trump,"Tweets of August 8, 2016",2016-08-08,,https://www.presidency.ucsb.edu/documents/tweets-august-8-2016
128356,Donald J. Trump,"Tweets of August 6, 2016",2016-08-06,,https://www.presidency.ucsb.edu/documents/tweets-august-6-2016
128360,Donald J. Trump,"Tweets of August 5, 2016",2016-08-05,,https://www.presidency.ucsb.edu/documents/tweets-august-5-2016
128371,Donald J. Trump,"Tweets of August 4, 2016",2016-08-04,,https://www.presidency.ucsb.edu/documents/tweets-august-4-2016
128378,Donald J. Trump,"Tweets of August 3, 2016",2016-08-03,,https://www.presidency.ucsb.edu/documents/tweets-august-3-2016
128384,Donald J. Trump,"Tweets of August 2, 2016",2016-08-02,,https://www.presidency.ucsb.edu/documents/tweets-august-2-2016
128388,Donald J. Trump,"Tweets of August 1, 2016",2016-08-01,,https://www.presidency.ucsb.edu/documents/tweets-august-1-2016
128390,Donald J. Trump,"Tweets of July 31, 2016",2016-07-31,,https://www.presidency.ucsb.edu/documents/tweets-july-31-2016
128392,Donald J. Trump,"Tweets of July 30, 2016",2016-07-30,,https://www.presidency.ucsb.edu/documents/tweets-july-30-2016
128396,Donald J. Trump,"Tweets of July 29, 2016",2016-07-29,,https://www.presidency.ucsb.edu/documents/tweets-july-29-2016
128397,Donald J. Trump,"Tweets of July 28, 2016",2016-07-28,,https://www.presidency.ucsb.edu/documents/tweets-july-28-2016
128414,Donald J. Trump,"Tweets of July 6, 2016",2016-07-06,,https://www.presidency.ucsb.edu/documents/tweets-july-6-2016
128429,Donald J. Trump,"Tweets of July 5, 2016",2016-07-05,,https://www.presidency.ucsb.edu/documents/tweets-july-5-2016
128435,Donald J. Trump,"Tweets of July 4, 2016",2016-07-04,,https://www.presidency.ucsb.edu/documents/tweets-july-4-2016
128439,Donald J. Trump,"Tweets of July 3, 2016",2016-07-03,,https://www.presidency.ucsb.edu/documents/tweets-july-3-2016
128444,Donald J. Trump,"Tweets of July 2, 2016",2016-07-02,,https://www.presidency.ucsb.edu/documents/tweets-july-2-2016
128458,Donald J. Trump,"Tweets of July 1, 2016",2016-07-01,,https://www.presidency.ucsb.edu/documents/tweets-july-1-2016
128468,Donald J. Trump,"Tweets of June 30, 2016",2016-06-30,,https://www.presidency.ucsb.edu/documents/tweets-june-30-2016
128481,Donald J. Trump,"Tweets of June 29, 2016",2016-06-29,,https://www.presidency.ucsb.edu/documents/tweets-june-29-2016
128493,Donald J. Trump,"Tweets of June 28, 2016",2016-06-28,,https://www.presidency.ucsb.edu/documents/tweets-june-28-2016
128501,Donald J. Trump,"Tweets of June 27, 2016",2016-06-27,,https://www.presidency.ucsb.edu/documents/tweets-june-27-2016
128502,Donald J. Trump,"Tweets of July 17, 2016",2016-07-17,,https://www.presidency.ucsb.edu/documents/tweets-july-17-2016
128513,Donald J. Trump,"Tweets of July 16, 2016",2016-07-16,,https://www.presidency.ucsb.edu/documents/tweets-july-16-2016
128525,Donald J. Trump,"Tweets of July 15, 2016",2016-07-15,,https://www.presidency.ucsb.edu/documents/tweets-july-15-2016
128538,Donald J. Trump,"Tweets of July 14, 2016",2016-07-14,,https://www.presidency.ucsb.edu/documents/tweets-july-14-2016
128549,Donald J. Trump,"Tweets of July 13, 2016",2016-07-13,,https://www.presidency.ucsb.edu/documents/tweets-july-13-2016
128556,Donald J. Trump,"Tweets of July 12, 2016",2016-07-12,,https://www.presidency.ucsb.edu/documents/tweets-july-12-2016
128560,Donald J. Trump,"Tweets of July 11, 2016",2016-07-11,,https://www.presidency.ucsb.edu/documents/tweets-july-11-2016
128576,Donald J. Trump,"Tweets of July 10, 2016",2016-07-10,,https://www.presidency.ucsb.edu/documents/tweets-july-10-2016
128582,Donald J. Trump,"Tweets of July 9, 2016",2016-07-09,,https://www.presidency.ucsb.edu/documents/tweets-july-9-2016
128595,Donald J. Trump,"Tweets of July 8, 2016",2016-07-08,,https://www.presidency.ucsb.edu/documents/tweets-july-8-2016
128602,Donald J. Trump,"Tweets of July 7, 2016",2016-07-07,,https://www.presidency.ucsb.edu/documents/tweets-july-7-2016
128606,Donald J. Trump,"Tweets of June 26, 2016",2016-06-26,,https://www.presidency.ucsb.edu/documents/tweets-june-26-2016
128612,Donald J. Trump,"Tweets of June 25, 2016",2016-06-25,,https://www.presidency.ucsb.edu/documents/tweets-june-25-2016
128629,Donald J. Trump,"Tweets of June 24, 2016",2016-06-24,,https://www.presidency.ucsb.edu/documents/tweets-june-24-2016
128640,Donald J. Trump,"Tweets of June 23, 2016",2016-06-23,,https://www.presidency.ucsb.edu/documents/tweets-june-23-2016
128660,Donald J. Trump,"Tweets of June 22, 2016",2016-06-22,,https://www.presidency.ucsb.edu/documents/tweets-june-22-2016
128671,Donald J. Trump,"Tweets of June 21, 2016",2016-06-21,,https://www.presidency.ucsb.edu/documents/tweets-june-21-2016
128687,Donald J. Trump,"Tweets of June 20, 2016",2016-06-20,,https://www.presidency.ucsb.edu/documents/tweets-june-20-2016
128691,Donald J. Trump,"Tweets of June 19, 2016",2016-06-19,,https://www.presidency.ucsb.edu/documents/tweets-june-19-2016
128697,Donald J. Trump,"Tweets of June 18, 2016",2016-06-18,,https://www.presidency.ucsb.edu/documents/tweets-june-18-2016
128703,Donald J. Trump,"Tweets of June 17, 2016",2016-06-17,,https://www.presidency.ucsb.edu/documents/tweets-june-17-2016
128714,Donald J. Trump,"Tweets of June 16, 2016",2016-06-16,,https://www.presidency.ucsb.edu/documents/tweets-june-16-2016
128722,Donald J. Trump,"Tweets of June 15, 2016",2016-06-15,,https://www.presidency.ucsb.edu/documents/tweets-june-15-2016
128737,Donald J. Trump,"Tweets of June 14, 2016",2016-06-14,,https://www.presidency.ucsb.edu/documents/tweets-june-14-2016
128748,Donald J. Trump,"Tweets of June 13, 2016",2016-06-13,,https://www.presidency.ucsb.edu/documents/tweets-june-13-2016
128757,Donald J. Trump,"Tweets of June 12, 2016",2016-06-12,,https://www.presidency.ucsb.edu/documents/tweets-june-12-2016
128761,Donald J. Trump,"Tweets of June 11, 2016",2016-06-11,,https://www.presidency.ucsb.edu/documents/tweets-june-11-2016
128772,Donald J. Trump,"Tweets of June 10, 2016",2016-06-10,,https://www.presidency.ucsb.edu/documents/tweets-june-10-2016
128785,Donald J. Trump,"Tweets of June 9, 2016",2016-06-09,,https://www.presidency.ucsb.edu/documents/tweets-june-9-2016
128797,Donald J. Trump,"Tweets of June 8, 2016",2016-06-08,,https://www.presidency.ucsb.edu/documents/tweets-june-8-2016
128802,Donald J. Trump,"Tweets of January 15, 2017",2017-01-15,,https://www.presidency.ucsb.edu/documents/tweets-january-15-2017
128805,Donald J. Trump,"Tweets of April 9, 2017",2017-04-09,,https://www.presidency.ucsb.edu/documents/tweets-april-9-2017
128810,Donald J. Trump,"Tweets of June 19, 2017",2017-06-19,,https://www.presidency.ucsb.edu/documents/tweets-june-19-2017
128826,Donald J. Trump,"Tweets of August 19, 2017",2017-08-19,,https://www.presidency.ucsb.edu/documents/tweets-august-19-2017
128831,Donald J. Trump,"Tweets of August 18, 2017",2017-08-18,,https://www.presidency.ucsb.edu/documents/tweets-august-18-2017
128839,Donald J. Trump,"Tweets of August 17, 2017",2017-08-17,,https://www.presidency.ucsb.edu/documents/tweets-august-17-2017
128845,Donald J. Trump,"Tweets of August 16, 2017",2017-08-16,,https://www.presidency.ucsb.edu/documents/tweets-august-16-2017
128857,Donald J. Trump,"Tweets of August 15, 2017",2017-08-15,,https://www.presidency.ucsb.edu/documents/tweets-august-15-2017
128869,Donald J. Trump,"Tweets of August 14, 2017",2017-08-14,,https://www.presidency.ucsb.edu/documents/tweets-august-14-2017
128871,Donald J. Trump,"Tweets of August 13, 2017",2017-08-13,,https://www.presidency.ucsb.edu/documents/tweets-august-13-2017
128881,Donald J. Trump,"Tweets of August 12, 2017",2017-08-12,,https://www.presidency.ucsb.edu/documents/tweets-august-12-2017
128887,Donald J. Trump,"Tweets of August 11, 2017",2017-08-11,,https://www.presidency.ucsb.edu/documents/tweets-august-11-2017
128898,Donald J. Trump,"Tweets of August 10, 2017",2017-08-10,,https://www.presidency.ucsb.edu/documents/tweets-august-10-2017
128899,Donald J. Trump,"Tweets of August 9, 2017",2017-08-09,,https://www.presidency.ucsb.edu/documents/tweets-august-9-2017
128906,Donald J. Trump,"Tweets of August 8, 2017",2017-08-08,,https://www.presidency.ucsb.edu/documents/tweets-august-8-2017
128907,Donald J. Trump,"Tweets of August 7, 2017",2017-08-07,,https://www.presidency.ucsb.edu/documents/tweets-august-7-2017
128911,Donald J. Trump,"Tweets of August 6, 2017",2017-08-06,,https://www.presidency.ucsb.edu/documents/tweets-august-6-2017
128914,Donald J. Trump,"Tweets of August 5, 2017",2017-08-05,,https://www.presidency.ucsb.edu/documents/tweets-august-5-2017
128921,Donald J. Trump,"Tweets of August 4, 2017",2017-08-04,,https://www.presidency.ucsb.edu/documents/tweets-august-4-2017
128924,Donald J. Trump,"Tweets of July 23, 2017",2017-07-23,,https://www.presidency.ucsb.edu/documents/tweets-july-23-2017
128928,Donald J. Trump,"Tweets of July 22, 2017",2017-07-22,,https://www.presidency.ucsb.edu/documents/tweets-july-22-2017
128940,Donald J. Trump,"Tweets of July 21, 2017",2017-07-21,,https://www.presidency.ucsb.edu/documents/tweets-july-21-2017
128949,Donald J. Trump,"Tweets of July 20, 2017",2017-07-20,,https://www.presidency.ucsb.edu/documents/tweets-july-20-2017
128963,Donald J. Trump,"Tweets of July 19, 2017",2017-07-19,,https://www.presidency.ucsb.edu/documents/tweets-july-19-2017
128971,Donald J. Trump,"Tweets of July 18, 2017",2017-07-18,,https://www.presidency.ucsb.edu/documents/tweets-july-18-2017
128983,Donald J. Trump,"Tweets of July 17, 2017",2017-07-17,,https://www.presidency.ucsb.edu/documents/tweets-july-17-2017
128985,Donald J. Trump,"Tweets of July 16, 2017",2017-07-16,,https://www.presidency.ucsb.edu/documents/tweets-july-16-2017
128987,Donald J. Trump,"Tweets of July 15, 2017",2017-07-15,,https://www.presidency.ucsb.edu/documents/tweets-july-15-2017
128994,Donald J. Trump,"Tweets of July 14, 2017",2017-07-14,,https://www.presidency.ucsb.edu/documents/tweets-july-14-2017
129006,Donald J. Trump,"Tweets of July 13, 2017",2017-07-13,,https://www.presidency.ucsb.edu/documents/tweets-july-13-2017
129015,Donald J. Trump,"Tweets of July 12, 2017",2017-07-12,,https://www.presidency.ucsb.edu/documents/tweets-july-12-2017
129026,Donald J. Trump,"Tweets of July 11, 2017",2017-07-11,,https://www.presidency.ucsb.edu/documents/tweets-july-11-2017
129040,Donald J. Trump,"Tweets of July 10, 2017",2017-07-10,,https://www.presidency.ucsb.edu/documents/tweets-july-10-2017
129041,Donald J. Trump,"Tweets of July 9, 2017",2017-07-09,,https://www.presidency.ucsb.edu/documents/tweets-july-9-2017
129054,Donald J. Trump,"Tweets of July 8, 2017",2017-07-08,,https://www.presidency.ucsb.edu/documents/tweets-july-8-2017
129059,Donald J. Trump,"Tweets of July 7, 2017",2017-07-07,,https://www.presidency.ucsb.edu/documents/tweets-july-7-2017
129071,Donald J. Trump,"Tweets of July 6, 2017",2017-07-06,,https://www.presidency.ucsb.edu/documents/tweets-july-6-2017
129078,Donald J. Trump,"Tweets of July 5, 2017",2017-07-05,,https://www.presidency.ucsb.edu/documents/tweets-july-5-2017
